단계코드,단계명,하위유형,데이터셋,컬럼번호,raw data 컬럼 헤더(문항 원문),레이아웃 코드,전 제품군 공통
S8,종합 만족도 및 NPS 지수,NPS (추천 의향 1문항),케어클 · 테크핏,55,위와 같이 평가한 이유는 무엇인가요?  ※ 앞 문항 귀속: NPS,L10|L10a|L7|L22|L11|L19,필수 5/5
S8,종합 만족도 및 NPS 지수,NPS (사용+추천 2문항 → L22 2개),이젠오토 · 셀케어,42,"본 서비스를 체험해보았을 때, 셀케어 앱을 사용하실 의향이 얼마나 있습니까?",L10|L10a|L7|L22|L11,필수 5/5
S8,종합 만족도 및 NPS 지수,NPS (사용+추천 2문항 → L22 2개),이젠오토 · 셀케어,43,"본 서비스를 체험해보았을 때, 셀케어 앱을 가장 친한 친구 또는 형제, 자매, 지인에게 추천할 의향이 있습니까?",L10|L10a|L7|L22|L11,필수 5/5
S8,종합 만족도 및 NPS 지수,NPS (추천 의향 1문항),정리습관,51,NPS,L10|L10a|L7|L22|L11|L19,필수 5/5
S8,종합 만족도 및 NPS 지수,NPS (추천 의향 1문항),정리습관,52,위와 같이 평가한 이유는 무엇인가요?  ※ 앞 문항 귀속: NPS,L10|L10a|L7|L22|L11|L19,필수 5/5
S8,종합 만족도 및 NPS 지수,NPS (추천 의향 1문항),투블럭에이아이 · 키위티,54,Q20. 주변 지인(동료 선생님 등)에게 키위티 서비스를 추천할 의향이 있으십니까? - 추천 의향을 0~10점으로 평가해주세요.,L10|L10a|L7|L22|L11|L19,필수 5/5
S8,종합 만족도 및 NPS 지수,NPS (추천 의향 1문항),투블럭에이아이 · 키위티,55,Q20. 주변 지인(동료 선생님 등)에게 키위티 서비스를 추천할 의향이 있으십니까? - 위와 같이 평가한 이유는 무엇인가요?,L10|L10a|L7|L22|L11|L19,필수 5/5
S8,종합 만족도 및 NPS 지수,NPS (추천 의향 1문항),투블럭에이아이 · 키위티,56,"Q20. 주변 지인(동료 선생님 등)에게 키위티 서비스를 추천할 의향이 있으십니까? - 만약 추천한다면, 누구에게 추천하고 싶으신가요?",L10|L10a|L7|L22|L11|L19,필수 5/5
S9,개선 아이디어 및 추가 질문,개선 아이디어,리바랩스 · 캣독런,58,개선 아이디어 제안,L10a|L11b,필수 5/5
S9,개선 아이디어 및 추가 질문,개선 아이디어,케어클 · 테크핏,56,개선 아이디어 제안,L10a|L11b,필수 5/5
S9,개선 아이디어 및 추가 질문,개선 아이디어,이젠오토 · 셀케어,45,셀케어를 사용해 본 경험을 바탕으로 어떤 부분에서 개선이 필요하다고 느끼셨나요?,L10a|L11b,필수 5/5
S9,개선 아이디어 및 추가 질문,개선 아이디어,정리습관,53,개선 아이디어 제안,L10a|L11b,필수 5/5
S9,개선 아이디어 및 추가 질문,개선 아이디어,투블럭에이아이 · 키위티,57,추가 개선 사항 - Q21. 실제 현장에서 키위티의 활용도가 향상되려면 어떤 점이 보완되면 좋을까요?,L10a|L11b,필수 5/5
S9,개선 아이디어 및 추가 질문,개선 아이디어,투블럭에이아이 · 키위티,58,"추가 개선 사항 - Q22. 키위티를 사용하시면서 특별히 제안할 기능적, 디자인적 측면의 아이디어가 있으시면 구현 가능성에 구애받지 않고 자유롭게 말씀해주세요.",L10a|L11b,필수 5/5
S9,개선 아이디어 및 추가 질문,기업 요청 질문,투블럭에이아이 · 키위티,59,기업 요청 질문 - Q23. 키위티가 제공하는 'AI 첨삭'에 대한 만족도를 평가해주세요.,L10b|L9|L11b,필수 5/5
S9,개선 아이디어 및 추가 질문,기업 요청 질문,투블럭에이아이 · 키위티,60,기업 요청 질문 - 위와 같이 평가한 이유는 무엇인가요?  ※ 앞 문항 귀속: 기업 요청 질문 - Q23. 키위티가 제공하는 'AI 첨삭'에 대한 만족도를 평가해주세요.,L10b|L9|L11b,필수 5/5
S9,개선 아이디어 및 추가 질문,기업 요청 질문,투블럭에이아이 · 키위티,61,기업 요청 질문 - Q24. 키위티 사용 설명서는 서비스를 사용하는 데에 도움이 되었을까요? 이에 대한 만족도를 평가해주세요.,L10b|L9|L11b,필수 5/5
S9,개선 아이디어 및 추가 질문,기업 요청 질문,투블럭에이아이 · 키위티,62,기업 요청 질문 - 위와 같이 평가한 이유는 무엇인가요?  ※ 앞 문항 귀속: 기업 요청 질문 - Q24. 키위티 사용 설명서는 서비스를 사용하는 데에 도움이 되었을까요? 이에 대한 만족도를 평가해주세요.,L10b|L9|L11b,필수 5/5
S9,개선 아이디어 및 추가 질문,기업 요청 질문,투블럭에이아이 · 키위티,63,기업 요청 질문 - Q25. 키위티는 원하는 기능을 직관적으로 제공했나요? 이에 대한 만족도를 평가해주세요.,L10b|L9|L11b,필수 5/5
S9,개선 아이디어 및 추가 질문,기업 요청 질문,투블럭에이아이 · 키위티,64,기업 요청 질문 - 위와 같이 평가한 이유는 무엇인가요?  ※ 앞 문항 귀속: 기업 요청 질문 - Q25. 키위티는 원하는 기능을 직관적으로 제공했나요? 이에 대한 만족도를 평가해주세요.,L10b|L9|L11b,필수 5/5
